Name,English,Translation,Restrictions,Comment
fontrange_till,to,à,,Font range dialog - TILL text label
ComboBox_FlagMode_NoneSelected,None,Aucun,,No items selected in combobox flag mode
ComboBox_FlagMode_AllSelected,Everything,Tout,,All items selected in combobox flag mode
GadgetToolbox_Button,Button,Bouton,,Gadget toolbox display name for button
GadgetToolbox_BrowseButton,Browse Button,Bouton Parcourir,,Gadget toolbox display name for the browse button
GadgetToolbox_Buttons,Buttons,Boutons,,Gadget toolbox display name for the buttons group
GadgetToolbox_CheckBox,Checkbox,Case à cocher,,Gadget toolbox display name for checkbox
GadgetToolbox_CloseButton,Close Button,Bouton Fermeture,,Gadget toolbox display name for a close button
GadgetToolbox_Colour,Colour,Couleur,,Gadget toolbox display name for colour group
GadgetToolbox_ColourDialog,Colour Dialog,Boîte de Dialogue Couleurs,,Gadget toolbox display name for colour dialog
GadgetToolbox_ColourPalette,Colour Palette,Palette de couleurs,,Gadget toolbox display name for colour palette
GadgetToolbox_ColourPicker,Colour Picker,Sélecteur de couleurs,,Gadget toolbox display name for colour picker
GadgetToolbox_ColourSelectButton,Colour Select Button,Bouton de sélection des couleurs,,Gadget toolbox heading for colour select button
GadgetToolbox_ComboBox,Combobox,Boîte combo,,Gadget toolbox display name for combobox
GadgetToolbox_Containers,Containers,Conteneurs,,Gadget toolbox display name for container group
GadgetToolbox_DefaultBorderedWindow,Bordered Window,Fenêtre avec bordure,,Gadget toolbox display name for a bordered window
GadgetToolbox_DefaultBorderlessWindow,Borderless Window,Fenêtre sans bordure,,Gadget toolbox display name for a borderless window
GadgetToolbox_DefaultBlendWindow,Blend Window,Fenêtre de fusion,,Gadget toolbox display name for a blend window
GadgetToolbox_FileInput,File Input,Saisie de fichier,,gadget toolbox heading for the file input gadget
GadgetToolbox_Grid,Grid,Grille,,Gadget toolbox display name for grid
GadgetToolbox_Group,Group,Groupe,,Gadget toolbox display name for group
GadgetToolbox_HorizontalScrollbar,Horizontal Scrollbar,Barre de défilement horizontale,,Gadget toolbox display name for vertical scrollbar
GadgetToolbox_HorizontalSeparator,Horizontal Separator,Séparateur horizontal,,Gadget toolbox display name for horizontal separator
GadgetToolbox_Image,Image,Image,,Gadget toolbox display name for image
GadgetToolbox_Input,Input,Entrée,,Gadget toolbox display name for input
GadgetToolbox_Label,Label,Étiquette,,Gadget toolbox display name for label
GadgetToolbox_LinkLabel,Link Label,Lien de l'étiquette,,Gadget toolbox display name for link label
GadgetToolbox_ListBox,Listbox,Zone de liste,,Gadget toolbox display name for listbox
GadgetToolbox_HeaderedListBox,Headered Listbox,Zone de liste avec en-tête,,Gadget toolbox display name for headered listbox
GadgetToolbox_Lists,Lists,Listes,,Gadget toolbox display name for lists group
GadgetToolbox_MenuBar,Menu Bar,Barre de menu,,Gadget toolbox display name for menu bar
GadgetToolBox_Misc,Miscellaneous,Divers,,Gadget toolbox display name for miscellaneous group
GadgetToolbox_MultiLineTextBox,Multiline Text Box,Zone de texte multiligne,,A multiline text input box
GadgetToolbox_NumericTextBox,Numeric Textbox,Zone de texte numérique,,Gadget toolbox display name for numeric textbox
GadgetToolbox_PanArea,Pan Area,Panoramique de la zone,,Gadget toolbox pan area class name
GadgetToolbox_RadioButton,Radio Button,Bouton radio,,Gadget toolbox display name for radio button
GadgetToolbox_RadioButtons,Radio Buttons,Boutons radio,,Gadget toolbox display name for radio buttons group
GadgetToolbox_RadioGroup,Radio Button Group,Groupe de boutons radio,,Gadget toolbox display name for radio button group
GadgetToolbox_Scrollbars,Scrollbars,Barres de défilement,,Gadget toolbox display name for scrollbars
GadgetToolbox_ScrollPanel,Scroll Panel,Panneau de défilement,,Gadget toolbox display name for scroll panel
GadgetToolbox_Separators,Separators,Séparateurs,,Gadget toolbox display name for separators
GadgetToolbox_Slider,Slider,Curseur de défilement,,Gadget toolbox display name for slider
GadgetToolbox_ThumbnailSlider,Thumbnail Slider,Curseur de défilement de vignettes,,Gadget toolbox display name for thumbnail slider
GadgetToolbox_StackPanel,Stack Panel,Panneau de pile,,Gadget toolbox display name for stack panel
GadgetToolbox_TabControl,Tab Control Panel,Panneau de configuration des onglets,,Gadget toolbox display name for tab control
GadgetToolbox_TextBox,Textbox,Zone de texte,,Gadget toolbox display name for textbox
GadgetToolbox_TextInput,Text Input,Saisie de texte,,Gadget toolbox display name for  text input group
GadgetToolbox_TitleBar,Title Bar,Barre de titre,,Gadget toolbox display name for title bar
GadgetToolbox_ToggleButton,Toggle Button,Bouton à bascule,,Gadget toolbox display name for a toggle button
GadgetToolbox_TreeView,Tree View,Arborescence,,Gadget toolbox display name for tree view
GadgetToolbox_VerticalScrollbar,Vertical Scrollbar,Barre de défilement verticale,,Gadget toolbox display name for horizontal scrollbar
GadgetToolbox_VerticalSeparator,Vertical Separator,Séparateur vertical,,Gadget toolbox display name for vertical separator
GadgetToolbox_Window,Window,Fenêtre,,Gadget toolbox display name for window
GadgetToolbox_WindowFrame,Window Frame,Cadre de fenêtre,,Gadget toolbox display name for window frame
GadgetToolBox_Windowing,Windowing,Fenêtrage,,Gadget toolbox display name for windowing group
GadgetToolbox_TextEditorPanel,Text Editor Panel,Panneau de l'éditeur de texte,,Gadget toolbox display for the text editor panel
GadgetToolbox_ResourceButton,Resource Select Button,Bouton de sélection des ressources,,Gadget toolbox display for the resource button
GadgetToolbox_ResourceDropPanel,Resource Drop Panel,Panneau de suppression des ressources,,Gadget toolbox display for the resource drop panel
GadgetToolbox_ResourceImage,Resource Image,Image de la ressource,,Gadget toolbox display for the resource image icon
GadgetToolbox_ResourceSpriteIcon,Sprite Icon,Icône du sprite,,Gadget toolbox display for the sprite icon
GadgetToolbox_ResourceObjectIcon,Object Icon,Icône de l'objet,,Gadget toolbox display for the object icon
GadgetToolbox_ResourceTileSetIcon,Tile Set Icon,Icône du tile set,,Gadget toolbox display for the tileset icon
GadgetToolbox_SpriteSelector,Sprite Selector,Selecteur de sprites,,Gadget toolbox display for the sprite selector
GadgetToolbox_Resources,Resources,Ressources,,Gadget toolbox heading for the resources group
Game_Options,Game Options - {0},Options de jeu – {0},,Takes platform argument to show type of Game Options being displayed
AddOns,Add-ons,Options,,Add-ons node label
GameOptions_AddOns_Label,Add one or more add-ons to this project,Ajouter une ou plusieurs options complémentaires à ce projet,,Add addon to this project label
Gamemaker_Help,Help,Aide,,Help window title
Gamemaker_News,News,Actualités,,News window title
Gmez_NoProject,Gmez Import: No project to import into,Importation de Gmez : Aucun projet à importer dans,,Error when importing without a project loaded
GraphicProperties_AnimSpeed,Speed:,Vitesse :,,The animation speed for graphics
GraphicProperties_FrameIndex,Frame:,Image :,,The initial frame for the sprite
GraphicProperties_Height,Height:,Hauteur :,,graphic properties caption for height textbox
GraphicProperties_PosX,X:,X :,,graphic properties caption for x textbox
GraphicProperties_PosY,Y:,Y :,,graphic properties caption for y textbox
GraphicProperties_u0,U0:,U0 :,,graphic properties caption for u0 textbox
GraphicProperties_u1,U1:,U1 :,,graphic properties caption for u1 textbox
GraphicProperties_v0,V0:,V0 :,,graphic properties caption for v0 textbox
GraphicProperties_v1,V1:,V1 :,,graphic properties caption for v1 textbox
GraphicProperties_Width,Width:,Largeur :,,graphic properties caption for width textbox
Grid_InsertColumnAfter,Insert Column After,Insérer une colonne après,,Context menu option to insert a new column after the selected column
Grid_InsertColumnBefore,Insert Column Before,Insérer une colonne avant,,Context menu option to insert a new column before the selected column
Grid_InsertColumnSplitterAfter,Insert Grid Column Splitter After,Insérer un séparateur de colonne de grille après,,Context menu option to insert a new column splitter after the selected column
Grid_InsertColumnSplitterBefore,Insert Grid Column Splitter Before,Insérer un séparateur de colonne de grille avant,,Context menu option to insert a new column splitter before the selected column
Grid_InsertColumnDockSplitterAfter,Insert Grid Column Dock Splitter After,Insérer un séparateur de colonne de grille de la barre des tâches après,,Context menu option to insert a new column dock splitter after the selected column
Grid_InsertColumnDockSplitterBefore,Insert Grid Column Dock Splitter Before,Insérer un séparateur de colonne de grille de la barre des tâches avant,,Context menu option to insert a new column dock splitter before the selected column
Grid_InsertRowAfter,Insert Row After,Insérer une ligne après,,Context menu option to insert a new row after the selected row
Grid_InsertRowBefore,Insert Row Before,Insérer une ligne avant,,Context menu option to insert a new row before the selected row
Grid_InsertRowSplitterAfter,Insert Grid Row Splitter After,Insérer un séparateur de ligne de grille après,,Context menu option to insert a new row splitter after the selected row
Grid_InsertRowSplitterBefore,Insert Grid Row Splitter Before,Insérer un séparateur de ligne de grille avant,,Context menu option to insert a new row splitter before the selected row
Grid_InsertRowDockSplitterAfter,Insert Grid Row Dock Splitter After,Insérer un séparateur de ligne de grille de la barre des tâches après,,Context menu option to insert a new row dock splitter after the selected row
Grid_InsertRowDockSplitterBefore,Insert Grid Row Dock Splitter Before,Insérer un séparateur de ligne de grille de la barre des tâches avant,,Context menu option to insert a new row dock splitter before the selected row
Grid_MoveColumnLeft,Move Column Left,Déplacer la colonne vers la gauche,,Context menu option to move column left
Grid_MoveColumnRight,Move Column Right,Déplacer la colonne vers la droite,,Context menu option to move column right
Grid_MoveRowDown,Move Row Down,Déplacer la ligne vers le bas,,Context menu option to move row down
Grid_MoveRowUp,Move Row Up,Déplacer la ligne vers le haut,,Context menu option to move row up
Grid_MoveToSpanColumns,Span All Columns,Enjamber toutes les colonnes,,Context menu option to make a gadget span all the columns
Grid_MoveToSpanGrid,Span Entire Grid,Enjamber la grille entière,,Context menu option to make a gadget span the entire grid it currently inhabits
Grid_MoveToSpanRows,Span All Rows,Enjamber toutes les lignes,,Context menu option to make a gadget span all the rows
Grid_RemoveColumn,Remove Column(s),Supprimer la (les) colonne(s),,Context menu option to remove a column or columns
Grid_RemoveRow,Remove Row(s),Supprimer la (les) ligne(s),,Context menu option to remove a row or rows
History_Title,History,Historique,,History window title
IDEMenu_Account,Account,Compte,,"IDE menu ""Account"""
IDEMenu_Build,Build,Construire,,"File menu ""Build"""
IDEMenu_Edit,Edit,Modifier,,The Edit menu item name
IDEMenu_File,File,Fichier,,The File menu item name
IDEMenu_Views,${IDEMenuViews},${IDEMenuViews},,Main menu entry for views
IDEMenu_Tools,Tools,Outils,,Main menu entry for tools
IDEMenu_Help,Help,Aide,,Main menu entry for HELP
IDEMenu_Help_SupportForum,Support Forums,Forums d'assistance,,Help menu item for support forums
IDEMenu_Help_YYG,YoYoGames.com,YoYoGames.com,,Help menu item for main yoyogames website
IDEMenu_Help_GMC,GameMaker Community,Communauté GameMaker,,Help menu item for gmc forums
IDEMenu_Help_BetaForums,Mac Closed beta forums,Forums bêta fermés pour Mac,,Closed beta forums for Mac
IDEMenu_Help_SDKS,Required SDKs,SDK requis,,Help menu item for the required sdks page
IDEMenu_Help_KnowledgeBase,Knowledge Base,Base de connaissances,,Help menu item for knowledge base
IDEMenu_Help_ReportBug,Report a Bug,Signaler un bug,,Help menu item for report a bug page
IDEMenu_Help_ReleaseNotes,Release Notes,Notes de version,,Help menu item for release notes
IDEMenu_Help_RuntimeReleaseNotes,Current Runtime Release Notes,Notes pour la version en cours d'exécution,,Help menu item for current runtime release notes
IDEMenu_Help_StartPage,Start Page,Page de démarrage,,Help menu item for reopening the start page
IDEMenu_Help_WelcomePage,Welcome Page,Page d'accueil,,Help menu item for reopening the welcome page
IDEMenu_Help_Help,Open Manual,Ouvrir le manuel,,Help menu item for actual help
IDEMenu_Help_About,${IDEMenuHelpAbout},${IDEMenuHelpAbout},,Help menu item for actual About
IDEMenu_Help_Licenses,Licences,Licences,,Help menu item for licences
IDEMenu_Help_OpenInExplorer,${OpenProjectInExplorer},${OpenProjectInExplorer},,Help menu item for opening the explorer window at the current project's location
IDEMenu_Help_LogFile,${ShowLogFileInExplorer},${ShowLogFileInExplorer},,Help menu item for taking the user to the log file location
IDEMenu_Marketplace,Marketplace,Marché,,Main menu entry for marketplace
IDEMenu_Texturepage,Texture Groups,Groupes de Texture,,Texture group manager
IDEMenu_Audiogroups,Audio Groups,Groupes audio,,Audio group manager
IDEMenu_SoundMixer,Sound Mixer,Mélangeur Sonore,,Open Sound Mixer
IDEMenu_Layouts,Layouts,Mises en page,,Layouts
IDEMenu_LoadLayout,Load Layout,Charger la mise en page,,Main menu entry for load layouts
IDEMenu_SaveLayout,Save Layout,Enregistrer la mise en page,,Main menu entry for save layouts
IDEMenu_ResetLayout,Reset Layout,Réinitialiser la structure,,Main menu entry for resetting the layout
IDETooltip_StartPage,Start Page,Page de démarrage,,IDE toolbar tooltip for the home button
IDETooltip_NewProject,New Project (${show_new_projects_page}),Nouveau projet (${show_new_projects_page}),,IDE toolbar tooltip
IDETooltip_OpenProject,Open Project (${load_project_dialog}),Ouvrir le projet (${load_project_dialog}),,IDE toolbar tooltip
IDETooltip_Save,Save Project (${menu_save_project_incremental}),Enregistrer le projet (${menu_save_project_incremental}),,IDE toolbar tooltip
IDETooltip_Package,Create Executable (${package_program}),Créer un fichier exécutable (${package_program}),,IDE toolbar tooltip
IDETooltip_Debug,Debug (F6),Déboguer (F6),,IDE toolbar tooltip
IDETooltip_Run,Run (F5),Exécuter (F5),,IDE toolbar tooltip
IDETooltip_Stop,Stop,Arrêter,,IDE toolbar tooltip
IDETooltip_Clean,Clean (${clean_program}),Nettoyer (${clean_program}),,IDE toolbar tooltip
IDETooltip_GameSettings,Game Options,Options de jeu,,IDE toolbar tooltip
IDETooltip_Help,Help (F1),Aide (F1),,IDE toolbar tooltip
IDETooltip_Targets,Targets,Cibles,,IDE toolbar tooltip
IDETooltip_Notifications,Notifications,Notifications,,IDE toolbar notifications tooltip
IDETooltop_WorkspaceZoomIn,Zoom In (${zoom_in_workspace}),Zoom avant (${zoom_in_workspace}),,workspace zoom in ide toolbar tooltip
IDETooltop_WorkspaceZoomOut,Zoom Out (${zoom_out_workspace}),Zoom arrière (${zoom_out_workspace}),,workspace zoom out ide toolbar tooltip
IDETooltop_WorkspaceZoomReset,Zoom Reset (${reset_workspace_zoom}),Réinitialiser le zoom (${reset_workspace_zoom}),,workspace zoom reset ide toolbar tooltip
IDETooltop_CollapseDocks,Collapse/Expand dock panels (F12),Plier / Déplier les panneaux de barre des tâches (F12),,collapse/expand docks tooltip
ImageEditor_AddFrame,Add Frame,Ajouter une image,,Image editor menu option -Add frame
ImageEditor_AddFromFile,Import Image(s),Importer un ou plusieurs image(s),,Add images from file menu option
ImageEditor_CreateFromStrip,Convert to Frames,Convertir en images,,create from strip menu option
ImageEditor_ImportFromStrip,Import Strip Image,Importer une image de bande,,import strip image menu option
ImageEditor_ExportToPNG,Export to PNG,Exporter vers PNG,,export to png image menu option
ImageEditor_AddGroup,Add group,Ajouter un groupe,,Image editor layer context menu - add group
ImageEditor_AddLayer,Add layer,Ajouter un calque,,Image editor layer context menu - add layer
ImageEditor_AllLayers,All Layers,Tous les calques,,effect all layers option
ImageEditor_Arc_Iterations,Iterations:,Itérations :,,Iterations slider label for Arc Tool
ImageEditor_BrushPanelTitle,Brushes,Pinceaux,,brushes panel title
ImageEditor_CancelSelection,Cancel Selection,Annuler la sélection,,Image editor menu option -Cancel selection
ImageEditor_NewCanvasSize,New Canvas Size:,Nouvelle taille de la toile :,,image editor new canvas size
ImageEditor_CentreFit,Fit Screen,Ajuster l'écran,,"Image editor view menu - centre, scale to fit"
ImageEditor_CentreUnitScale,1:01,1:1,,Image editor view menu - centre unit scale
ImageEditor_ColourLeftLabel,Left:,Gauche :,,left brush label
ImageEditor_ColourOnly,Colour only,Couleur uniquement,,Image editor magic wand colour only checkbox
ImageEditor_ColourPanelTitle,Colours,Couleurs,,colours panel title
ImageEditor_UnableToLoadFrame,Unable to load,Impossible de charger,,Unable to load frame dialog title
ImageEditor_InvalidSpriteFrame,Sprite {0} contains {1} image(s) that failed to load. Affected frames have been removed from the sprite.,Le sprite {0} contient {1} image(s) qui n'ont pas pu être chargées. Les images affectées ont été supprimées du sprite.,,Failed to load image
IE_ColourPanel_MenuToolTip,Colour Options,Options de couleur,,image editor colours panel menu button tooltip
ImageEditor_ColourRightLabel,Right:,Droite :,,right brush label
ImageEditor_CommitToolChanges,Commit Tool Changes?,Valider les modifications de l'outil ?,,Commit tool changes
ImageEditor_CropToSelection,Crop All Frames To Selection,Rogner toutes les images à la sélection,,Image editor - crop to selection menu option
ImageEditor_AutoTrim,Auto Trim All Frames,Ajuster automatiquement toutes les images,,Image editor - auto trim all frames
ImageEditor_ReverseFrames,Reverse Frames,Inverser les images,,Image Editor - reverse frames menu entry
ImageEditor_Cut,Cut,Couper,,Image editor menu option -Cut
ImageEditor_CutFrame,Cut Frame,Couper l'image,,Image editor menu option -Cut
ImageEditor_CutSelection,Cut Selection,Couper la sélection,,Image editor menu option -Cut
ImageEditor_Copy,Copy,Copier,,Image editor menu option -Copy
ImageEditor_CopyFrame,Copy Frame,Copier l'image,,Image editor copy frame menu option
ImageEditor_PasteFrame,Paste Frame,Coller l'image,,Image editor paste frame menu option
ImageEditor_CopySelection,Copy Selection,Copier la sélection,,Image editor copy selection menu option
ImageEditor_PasteClipboard,Paste Clipboard,Coller le contenu du presse-papiers,,Image editor paste clipboard menu option
ImageEditor_SelectAll,Select All,Tout sélectionner,,Image editor select all menu option
ImageEditor_DeleteFrames,Delete Selected Frames,Supprimer les images sélectionnées,,Image editor menu option -Delete selected frames
ImageEditor_DeleteGroup,Delete group,Supprimer le groupe,,Image editor layer context menu - delete group/folder
ImageEditor_DeleteLayer,Delete layer(s),Supprimer le(s) calque(s),,Image editor layer context menu - delete layer or layers
ImageEditor_DuplicateLayer,Duplicate layer(s),Reproduire le(s) calque(s),,Image editor layer panel - duplicate layer menu option
ImageEditor_EditLayerProperties,Edit layer properties,Modifier les propriétés du calque,,Image editor layer context menu- edit layer properties
ImageEditor_EffectApply,Apply,Appliquer,,effect apply button
ImageEditor_EffectApplyToLabel,Apply To:,Appliquer à :,,effect apply to heading
ImageEditor_EffectCancel,Cancel,Annuler,,effect cancel button
ImageEditor_Effects,Effects,Effets,,Image editor menu heading -Effects
ImageEditor_EffectAllFrames,Apply to All Frames,Appliquer à toutes les images,,apply to all frames label
ImageEditor_Flip,Flip,Retourner,,Image editor menu option -Flip
ImageEditor_GridColour,Colour,Couleur,,Image editor grid colour label
ImageEditor_GridSettings,Grid Settings,Paramètres de la grille,,Image editor grid settings label
ImageEditor_GridX,X Spacing,Espacement X,,Image editor grid x spacing label
ImageEditor_GridY,Y Spacing,Espacement Y,,Image editor grid y spacing label
ImageEditor_HeightLabel,Height:,Hauteur :,,image editor resize height label
ImageEditor_ImportCrop,Crop / pad,Rogner / Élargir,,Image editor import dialog crop option
ImageEditor_ImportImageTitle,Import image(s),Importer un ou plusieurs image(s),,Image editor import images title
ImageEditor_PasteImageResizeTitle,Resize Canvas,Redimensionner la toile,,canvas resize dialog on paste
ImageEditor_ImportResizeLabel,Imported image is a different size from the canvas,L'image importée n'a pas la même taille que la toile,,Image editor import dialog resize required description
ImageEditor_PasteResizeLabel,Pasted image is larger than the canvas,L'image collée est plus grande que la toile,,Image editor import dialog paste resize label
ImageEditor_Import_ResizeImported,Resize imported image to canvas size,Redimensionner l'image importée à la taille de la toile,,Image editor import resize imported image
ImageEditor_Import_ResizeCanvas,Resize canvas to imported image size ({0} x {1}),Redimensionner la toile à la taille de l'image importée ({0} x {1}),,Image editor import resize canvas
ImageEditor_Paste_ResizeCanvas,Resize canvas to pasted image size ({0} x {1})?,Redimensionner la toile à la taille de l'image collée ({0} x {1}) ?,,Image editor import resize canvas pasted image
ImageEditor_ImportCrop_Canvas,Crop/pad canvas,Rogner / Élargir la toile,,image editor import - crop canvas
ImageEditor_ImportScale_Canvas,Scale canvas,Mettre la toile à l'échelle,,image editor import - scale canvas
ImageEditor_ImportCrop_Import,Crop/pad imported image,Rogner / Élargir l'image importée,,image editor import- crop imported image
ImageEditor_ImportScale_Import,Scale imported image,Mettre à l'échelle l'image importée,,image editor import- scale imported image
ImageEditor_InsertFrame,Insert Frame,Insérer une image,,Image editor menu option -Insert frame
ImageEditor_IntensityLabel,Intensity:,Intensité :,,effect intensity
ImageEditor_InterpLabel,Interpolation:,Interpolation :,,Image editor interpolation label
ImageEditor_InvertSelection,Invert Selection,Inverser la sélection,,Image editor menu option -Invert selection
ImageEditor_KeepAspectRatio,Keep aspect ratio,Conserver les proportions,,image editor keep aspect ratio label
ImageEditor_LayerBlendMode,Blend Mode:,Mode de fusion :,,Image layer properties - blend mode
ImageEditor_LayerName,Name:,Nom :,,Layer Name label in Layer Preferences
ImageEditor_LayerOpacity,Opacity:,Opacité :,,Image layer properties - opacity
ImageEditor_LayerPanelTitle,Layers,Calques,,layers panel title
ImageEditor_LayerProperties,Layer Properties,Propriétés du calque,,Image layer properties title
ImageEditor_Loop_Tooltip,Toggle loop/ping-pong,Alterner la boucle / le ping-pong,,Image editor loop/ping pong button tooltip
ImageEditor_Menu_Save,Save,Sauvegarder,,Image editor menu option -Save
ImageEditor_MergeAllLayers,Merge all layers,Fusionner tous les calques,,Image editor layer context menu - merge all layers
ImageEditor_MergeGroup,Merge group,Fusionner le groupe,,Image editor layer context menu - merge group
ImageEditor_MergeLayerDown,Merge layer down,Fusionner le calque en-dessous,,Image editor layer context menu - merge layer down
ImageEditor_MergeSelectedLayers,Merge Selected Layers,Fusionner les calques sélectionnés,,Image editor layer context menu - merge selected layers
ImageEditor_Mirror,Mirror,Miroir,,Image editor menu option -Mirror
ImageEditor_NxN_Pixels,{0} x {1} pixels,{0} x {1} pixels,,image editor pixel dimensions
ImageEditor_OnionSkin_Tooltip,Toggle onion skinning,Activer la vue en pelure d'oignon,,Image editor onion skin button tooltip
ImageEditor_OnionSkinFramesBack,Frames back,Images en arrière,,Image editor onion skin settings label
ImageEditor_OnionSkinFramesFwd,Frames forwards,Images en avant,,Image editor onion skin settings label
ImageEditor_OnionSkinSettings,Onion Skin Settings,Paramètres de pelure d'oignon,,Image editor onion skin settings title
ImageEditor_OnionSkinTint,Colour,Couleur,,Image editor onion skin settings label
ImageEditor_Paste,Paste,Coller,,Image editor menu option -Paste
ImageEditor_PlaybackSpeed,Speed:,Vitesse :,,Image editor playback speed label
ImageEditor_PlayButton_Tooltip,Play/Pause animation,Lire / Suspendre l'animation,,Image editor play button tooltip
ImageEditor_Position,Position,Position,,image editor position label
ImageEditor_Preview,Preview,Aperçu,,effect preview
ImageEditor_Redo,Redo,Refaire,,Image editor menu option -Redo
ImageEditor_ResizeCanvas,Resize All Frames,Redimensionner toutes les images,,image editor resize canvas menu entry
ImageEditor_Rotate,Rotate,Faire pivoter,,Image editor menu option -Rotate
ImageEditor_Scale,Scale,Mettre à l’échelle,,Image editor menu option -Scale
ImageEditor_ScaleImage,Scale All Frames,Mettre à l'échelle toutes les images,,Image editor scale image title
ImageEditor_SelectedLayer,Selected Layer,Calque sélectionné,,effect selected layer option
ImageEditor_SnapToGrid,Snap to grid,Aligner sur la grille,,Image editor snap to grid
ImageEditor_TextTool_AA,Anti-alias,Anticrénelage,,Image editor text tool anti-alias
ImageEditor_TextTool_SettingsWindow,Font Adjustment,Ajustement de la police,,Image editor text tool settings window caption
ImageEditor_Title,Image Editor: {0},Éditeur d'images : {0},,Image editor:(resource) title
ImageEditor_ToggleGrid,Toggle Grid,Basculer la grille,,Image editor toggle grid menu entry
ImageEditor_ToleranceLabel,Tolerance:,Tolérance :,,Image editor magic wand tolerance label
ImageEditor_RotationLabel,Rotation:,Rotation :,,Image editor rotation label
ImageEditor_RotationInterpolateLabel,Interpolate,Interpoler,,Image editor rotation interpolate label
ImageEditor_Tool_Arc,Arc tool,Outil Arc,,ImageEditor Arc tool
ImageEditor_Tool_Brush,Paintbrush tool,Outil Pinceau,,ImageEditor paint brush tool
ImageEditor_Tool_ColourPicker,Colour Picker,Sélecteur de couleurs,,ImageEditor Colour Picker
ImageEditor_Tool_Ellipse,Ellipse tool,Outil Ellipse,,ImageEditor Ellipse tool
ImageEditor_Tool_EllipseOutline,Ellipse tool - outline,Outil Ellipse – contour,,ImageEditor Ellipse tool(outline)
ImageEditor_Tool_EllipseFilled,Ellipse tool - filled,Outil Ellipse – rempli,,ImageEditor Ellipse tool(filled)
ImageEditor_Tool_EllipseSelect,Ellipse select tool,Outil de sélection Ellipse,,ImageEditor Ellipse select tool
ImageEditor_Tool_PaintSelect,Paint selection tool,Outil de sélection Peinture,,ImageEditor paint selection tool
ImageEditor_Tool_Erase,Erase tool,Outil Effacer,,ImageEditor Erase tool
ImageEditor_Tool_Fill,Fill tool,Outil Remplir,,ImageEditor Fill tool
ImageEditor_Tool_ColourReplace,Colour replace tool,Outil Remplacement de la couleur,,ImageEditor Colour replace tool
ImageEditor_Tool_ColourRemover,Colour remove tool,Outil Suppression de la couleur,,ImageEditor Colour remove tool
ImageEditor_Tool_Flip,Flip brush tool,Outil Retourner le pinceau,,ImageEditor Flip tool
ImageEditor_Tool_Line,Line tool,Outil Ligne,,ImageEditor Line tool
ImageEditor_Tool_MagicWand,Magic wand tool,Outil Baguette magique,,ImageEditor Magic wand tool
ImageEditor_Tool_Mirror,Mirror brush tool,Outil Miroir de pinceau,,ImageEditor Mirror tool
ImageEditor_Tool_Pan,Pan image tool,Outil Image panoramique,,ImageEditor Pan tool
ImageEditor_Tool_Polygon,Polygon tool,Outil Polygone,,ImageEditor Polygon tool
ImageEditor_Tool_PolygonOutline,Polygon tool - outline,Outil Polygone – contour,,ImageEditor Polygon tool(outline)
ImageEditor_Tool_PolygonFilled,Polygon tool - filled,Outil Polygone – rempli,,ImageEditor Polygon tool(filled)
ImageEditor_Tool_Rectangle,Rectangle tool,Outil Rectangle,,ImageEditor Rectangle tool
ImageEditor_Tool_RectangleOutline,Rectangle tool - outline,Outil Rectangle – contour,,ImageEditor Rectangle tool(outline)
ImageEditor_Tool_RectangleFilled,Rectangle tool - filled,Outil Rectangle – rempli,,ImageEditor Rectangle tool(filled)
ImageEditor_Tool_RectangleSelect,Rectangle select tool,Outil de sélection Rectangle,,ImageEditor Rectangle select tool
ImageEditor_Tool_Rotate,Rotate brush tool,Outil Faire pivoter le pinceau,,ImageEditor Rotate tool
ImageEditor_Tool_FreeRotate,Free rotate brush tool,Outil gratuit Faire pivoter le pinceau,,ImageEditor Free Rotate tool
ImageEditor_Tool_SplitMagnify,Split Magnify,Diviser Agrandir,,Image editor split magnify tool name
ImageEditor_Tool_Text,Text tool,Outil Texte,,Image editor text tool
ImageEditor_ToolboxPanelTitle,Toolbox,Boîte à outils,,toolbox panel title
ImageEditor_Transform,Animation,Animation,,Image editor menu - animation transform heading
ImageEditor_Menu_Flip,Flip,Retourner,,Image editor menu flip
ImageEditor_Menu_Mirror,Mirror,Miroir,,Image editor menu mirror
ImageEditor_Menu_AllFrames,All Frames,Toutes les images,,Image editor menu flip animation
ImageEditor_Menu_CurrentFrame,Selected Frames,Images sélectionnées,,Image editor menu flip current frame
ImageEditor_Menu_RotateImageCW,Rotate All Frames (clockwise 90),Faire pivoter toutes les images (90 ° dans le sens des aiguilles d'une montre),,Image editor rotate clockwise menu entry
ImageEditor_Menu_RotateImageACW,Rotate All Frames (anti-clockwise 90),Faire pivoter toutes les images (90 ° dans le sens contraire des aiguilles d'une montre),,Image editor rotate anti-clockwise menu entry
ImageEditor_Undo,Undo,Annuler,,Image editor menu option -Undo
ImageEditor_VisibleLayers,Visible Layers,Calques visibles,,effect visible layers option
ImageEditor_WidthLabel,Width:,Largeur :,,image editor resize width label
ImageEditor_ArcTool_Info,"Click to add a point, drag to move (${ctrl} - move control point; Shift - snap; Enter - commit)","Cliquer pour ajouter un point, glisser pour déplacer (${ctrl} – déplacer le point de contrôle, Maj – aligner, Entrée – valider)",,image editor tool info
ImageEditor_ColourPicker_Info,Left/right click to pick a colour,Clic gauche / droit pour choisir une couleur,,image editor tool info
